marca,modelo,precio_contado,financiacion_disponible,descuento,precio_final,ubicacion,kilometraje,combustible_Diésel,combustible_Eléctrico,combustible_Gas,combustible_Gasolina,combustible_Híbrido,combustible_Híbrido Enchufable,combustible_nan,es_km0,es_demo,transmision,tipo_carroceria,asientos,potencia,puertas,mes_matriculacion2,año_matriculacion2,garantia_limpia,transmision_cod
BMW,X3 xDrive 20dA,44500.0,1,0.0,44500.0,Pontevedra,81821.0,True,False,False,False,False,False,False,False,False,Automático,Todo Terreno,5.0,190.0,5.0,8.0,2021.0,24,0
VOLVO,V90 Cross Country B4 Ultimate AWD Aut.,49990.0,1,0.0,49990.0,Burgos,13235.0,True,False,False,False,False,False,False,False,False,Automático,Todo Terreno,5.0,197.0,5.0,10.0,2023.0,24,0
BMW,Serie 1 118dA Business,31600.0,0,0.0,31600.0,León,42984.0,True,False,False,False,False,False,False,False,False,Automático,Berlina,5.0,150.0,5.0,8.0,2022.0,24,0
LEXUS,UX 250h Executive Plus 2WD,21990.0,1,0.0,21990.0,Madrid,129000.0,False,False,False,False,True,False,False,False,False,Automático,Todo Terreno,5.0,184.0,5.0,4.0,2020.0,60,0
PEUGEOT,3008 1.6 THP Alllure 155,11500.0,1,0.0,11500.0,Madrid,48000.0,False,False,False,True,False,False,False,False,False,Manual,Monovolumen,5.0,156.0,5.0,11.0,2014.0,12,1
LEXUS,NX 450h+ Premium+ 4WD,59300.0,1,0.0,59300.0,Madrid,2.0,False,False,False,False,False,True,False,False,False,Automático,Todo Terreno,5.0,306.0,5.0,4.0,2025.0,36,0
OPEL,Crossland X 1.2 Edition-Pro 81,14775.0,0,0.0,14775.0,Vizcaya,12325.0,False,False,False,True,False,False,False,False,False,Manual,Todo Terreno,5.0,81.0,5.0,4.0,2021.0,12,1
RENAULT,Captur TCe Techno 67kW,22300.0,1,0.0,22300.0,Cáceres,19015.0,False,False,False,True,False,False,False,False,False,Manual,Todo Terreno,5.0,90.0,5.0,3.0,2024.0,36,1
TOYOTA,Aygo 70 x-play,14900.0,1,0.0,14900.0,Cádiz,29715.0,False,False,False,True,False,False,False,False,False,Manual,Berlina,4.0,72.0,5.0,6.0,2021.0,24,1
SEAT,Arona 1.0 TSI S&S FR XM 110,20500.0,0,0.0,20500.0,Tarragona,9026.0,False,False,False,True,False,False,False,False,False,Manual,Todo Terreno,5.0,110.0,5.0,2.0,2024.0,24,1
OPEL,Corsa 1.2T XHL 74kW (100CV) Elegance Auto,16990.0,0,0.0,16990.0,Vizcaya,1.0,False,False,False,True,False,False,False,False,False,Automático,Desconocido,0.0,100.0,5.0,9.0,2022.0,12,0
DACIA,Duster 1.6 Prestige 4x2 85kW,15490.0,1,0.0,15490.0,Lugo,40354.0,False,False,False,True,False,False,False,False,False,Manual,Todo Terreno,5.0,115.0,5.0,10.0,2019.0,12,1
OPEL,Crossland Business Elegance 1.5 110CV BVM6 E6d,16900.0,1,0.0,16900.0,Madrid,45703.0,True,False,False,False,False,False,False,False,False,Manual,Desconocido,0.0,110.0,5.0,6.0,2022.0,0,1
HYUNDAI,i10 1.0 Tecno,16290.0,1,0.0,16290.0,Madrid,0.0,False,False,False,True,False,False,False,False,False,Manual,Berlina,5.0,66.0,5.0,10.0,2023.0,0,1
BMW,X2 sDrive 18iA,23500.0,1,0.0,23500.0,Madrid,119953.0,False,False,False,True,False,False,False,False,False,Automático,Todo Terreno,5.0,140.0,5.0,10.0,2018.0,0,0
FORD,EcoSport 1.5 EcoBlue ST Line 125,15900.0,1,0.0,15900.0,Vizcaya,98676.0,True,False,False,False,False,False,False,False,False,Manual,Todo Terreno,5.0,125.0,5.0,10.0,2019.0,0,1
OPEL,Corsa 1.2T XHL S/S Edition 100,16990.0,1,0.0,16990.0,Barcelona,8.0,False,False,False,True,False,False,False,True,False,Manual,Berlina,5.0,100.0,5.0,10.0,2024.0,60,1
TOYOTA,C-HR BERLINA CON PORTON 2.0 VVT I-HYBRID ADVANCE AUTO 184 5P,25600.0,1,0.0,25600.0,Murcia,76914.0,False,False,False,True,False,False,False,False,False,Automático,Desconocido,0.0,184.0,5.0,7.0,2021.0,24,0
FORD,EcoSport 1.5TDCi Titanium 95,15500.0,1,0.0,15500.0,Madrid,55615.0,True,False,False,False,False,False,False,False,False,Manual,Todo Terreno,5.0,95.0,5.0,11.0,2016.0,0,1
MERCEDES-BENZ,Clase SLK 250 d Aut.,24900.0,1,0.0,24900.0,Madrid,87569.0,True,False,False,False,False,False,False,False,False,Automático,Desconocido,2.0,204.0,2.0,2.0,2014.0,0,0
AUDI,A4 Avant Advanced 30 TDI 100kW S tronic,23900.0,1,0.0,23900.0,Madrid,121225.0,False,False,False,False,True,False,False,False,False,Automático,Familiar,0.0,136.0,5.0,11.0,2020.0,0,0
HYUNDAI,Bayon 1.2 MPI Klass,19200.0,1,0.0,19200.0,Madrid,0.0,False,False,False,True,False,False,False,True,False,Manual,Todo Terreno,5.0,79.0,5.0,6.0,2024.0,0,1
LYNK & CO,01 1 1.5 PHEV,22900.0,1,0.0,22900.0,Madrid,72274.0,False,False,False,False,False,False,True,False,False,Automático,Desconocido,0.0,261.0,5.0,9.0,2022.0,0,0
KIA,Niro E- EMOTION 150KW 204 5P,22900.0,1,0.0,22900.0,Islas Baleares,24448.0,False,True,False,False,False,False,False,False,False,Automático,Desconocido,0.0,204.0,5.0,9.0,2020.0,12,0
SEAT,Ateca 1.0 TSI S&S Style,12999.0,1,0.0,12999.0,Madrid,118628.0,False,False,False,True,False,False,False,False,False,Manual,Todo Terreno,5.0,110.0,5.0,7.0,2018.0,12,1
AUDI,Q2 1.5 35 TFSI S TRONIC ADVANCED 150 5P,25300.0,1,0.0,25300.0,Barcelona,50014.0,False,False,False,True,False,False,False,False,False,Automático,Desconocido,0.0,150.0,5.0,5.0,2021.0,12,0
HYUNDAI,i20 1.0 TGDI Klass 100,17990.0,1,0.0,17990.0,Madrid,35577.0,False,False,False,True,False,False,False,False,False,Manual,Berlina,5.0,100.0,5.0,2.0,2024.0,12,1
VOLKSWAGEN,Taigo 1.0 TSI Life 70kW,21900.0,1,0.0,21900.0,Madrid,17418.0,False,False,False,True,False,False,False,False,False,Manual,Todo Terreno,5.0,95.0,5.0,12.0,2022.0,0,1
MG,HS 1.5 T-GDI Luxury Aut.,26480.0,1,0.0,26480.0,Madrid,8099.0,False,False,False,True,False,False,False,False,False,Automático,Todo Terreno,5.0,162.0,5.0,5.0,2024.0,12,0
CITROEN,C4 1.2 PureTech Feel S&S 130,13699.0,1,0.0,13699.0,Barcelona,77291.0,False,False,False,True,False,False,False,False,False,Manual,Berlina,5.0,130.0,5.0,12.0,2021.0,12,1
KIA,Optima 2.0 GDI 205CV PHEV (HIBRIDO ENCHUFABLE),20990.0,1,0.0,20990.0,Lugo,71079.0,False,False,False,False,True,False,False,False,False,Automático,Desconocido,0.0,205.0,5.0,10.0,2020.0,12,0
AUDI,Q2 35 TFSI Advanced S tronic 110kW,30490.0,1,0.0,30490.0,Madrid,16912.0,False,False,False,True,False,False,False,False,False,Automático,Todo Terreno,5.0,150.0,5.0,12.0,2022.0,12,0
PEUGEOT,5008 1.5 BlueHDi 96kW (130CV) S&S Active Pack,22900.0,1,0.0,22900.0,Madrid,123554.0,True,False,False,False,False,False,False,False,False,Manual,Desconocido,0.0,130.0,5.0,2.0,2022.0,0,1
VOLKSWAGEN,Polo 1.0 TSI Life 70kW,18900.0,0,0.0,18900.0,Salamanca,17700.0,False,False,False,True,False,False,False,False,False,Manual,Berlina,5.0,95.0,5.0,6.0,2024.0,12,1
RENAULT,Captur TCe Techno 67kW,23599.0,1,0.0,23599.0,Madrid,30286.0,False,False,False,True,False,False,False,False,False,Manual,Todo Terreno,5.0,90.0,5.0,6.0,2024.0,36,1
TOYOTA,Aygo 1.0 VVT-i x-play,8599.0,1,0.0,8599.0,Barcelona,98407.0,False,False,False,True,False,False,False,False,False,Manual,Berlina,4.0,69.0,5.0,1.0,2016.0,12,1
TOYOTA,C-HR 1.8 VVT-I HYBRID ADVANCE AUTO 122 5P,23290.0,1,0.0,23290.0,Barcelona,27038.0,False,False,False,False,True,False,False,False,False,Automático,Desconocido,0.0,122.0,5.0,11.0,2019.0,12,0
VOLVO,XC90 16- RECHARGE PLUS T8 PLUG-IN HYBRID EAWD,75700.0,1,0.0,75700.0,Vizcaya,20239.0,False,False,False,True,False,False,False,False,False,Automático,Desconocido,0.0,310.0,5.0,5.0,2024.0,24,0
AUDI,A3 Sportback 40 TFSIe Advanced S tronic,26250.0,0,0.0,26250.0,Barcelona,64500.0,False,False,False,False,False,True,False,False,False,Automático,Berlina,5.0,204.0,5.0,6.0,2022.0,12,0
SEAT,Arona 1.0 TSI 81kW (110CV) DSG FR,20500.0,1,0.0,20500.0,Madrid,23759.0,False,False,False,True,False,False,False,False,False,Automático,Desconocido,0.0,110.0,5.0,9.0,2023.0,0,0
HYUNDAI,Tucson 1.6 CRDI Maxx 4x2,27990.0,1,0.0,27990.0,Madrid,45239.0,True,False,False,False,False,False,False,False,False,Manual,Todo Terreno,5.0,115.0,5.0,5.0,2024.0,0,1
CITROEN,C3 1.2 PureTech S&S Feel 83,8299.0,1,0.0,8299.0,Madrid,115307.0,False,False,False,True,False,False,False,False,False,Manual,Berlina,5.0,82.0,5.0,11.0,2018.0,12,1
BMW,X1 sDrive 18dA Business,26898.0,1,0.0,26898.0,Lugo,98000.0,True,False,False,False,False,False,False,False,False,Automático,Todo Terreno,5.0,150.0,5.0,5.0,2022.0,60,0
MINI,ONE 5 PUERTAS,16900.0,1,0.0,16900.0,Madrid,135745.0,False,False,False,True,False,False,False,False,False,Manual,Desconocido,0.0,102.0,5.0,12.0,2020.0,0,1
DS,5 5 2.0BlueHDi Desire EAT6 180,14799.0,1,0.0,14799.0,Barcelona,98522.0,True,False,False,False,False,False,False,False,False,Automático,Berlina,5.0,180.0,5.0,6.0,2017.0,12,0
SEAT,León 2.0 TDI X-Perience 4Drive,13099.0,1,0.0,13099.0,Barcelona,157816.0,True,False,False,False,False,False,False,False,False,Automático,Familiar,0.0,185.0,5.0,2.0,2015.0,12,0
MINI,Cooper Cooper,15599.0,1,0.0,15599.0,Barcelona,60275.0,False,False,False,True,False,False,False,False,False,Manual,Desconocido,0.0,135.0,5.0,7.0,2018.0,12,1
PEUGEOT,3008 1.2 PureTech S&S Allure 130,18600.0,1,0.0,18600.0,Valencia,81435.0,False,False,False,True,False,False,False,False,False,Manual,Monovolumen,5.0,130.0,5.0,3.0,2022.0,12,1
MERCEDES-BENZ,Clase A 180 d,22990.0,1,0.0,22990.0,Toledo,78129.0,True,False,False,False,False,False,False,False,False,Automático,Desconocido,0.0,116.0,5.0,1.0,2019.0,36,0
MAZDA,2 1.5 e-Skyactiv-g Zenith pantalla 7´´ 66kW,17300.0,0,0.0,17300.0,Vizcaya,74120.0,False,False,False,True,False,False,False,False,False,Manual,Berlina,5.0,90.0,5.0,9.0,2022.0,12,1
VOLKSWAGEN,"T-Roc 2,0 TDI R-Line",32399.0,1,0.0,32399.0,Barcelona,11041.0,True,False,False,False,False,False,False,False,False,Automático,Desconocido,0.0,150.0,5.0,9.0,2023.0,12,0
PEUGEOT,2008 GT Eléctrico 100kW,19100.0,1,0.0,19100.0,Asturias,32858.0,False,True,False,False,False,False,False,False,False,Automático,Todo Terreno,5.0,136.0,5.0,10.0,2020.0,12,0
SEAT,Alhambra 2.0 TDI Reference,23599.0,1,0.0,23599.0,Barcelona,68491.0,True,False,False,False,False,False,False,False,False,Manual,Familiar,0.0,150.0,5.0,2.0,2018.0,12,1
NISSAN,X-Trail 1.3 DIG-T N-Design 4x2 DCT,22399.0,1,0.0,22399.0,Barcelona,59194.0,False,False,False,True,False,False,False,False,False,Automático,Todo Terreno,5.0,160.0,5.0,3.0,2021.0,12,0
BMW,Serie 3 318dA,45900.0,1,0.0,45900.0,Asturias,4750.0,True,False,False,False,False,False,False,False,True,Automático,Berlina,5.0,150.0,4.0,3.0,2025.0,24,0
BMW,Serie 1 M135iA xDrive,39900.0,0,0.0,39900.0,Alicante,83500.0,False,False,False,True,False,False,False,False,False,Automático,Berlina,4.0,306.0,5.0,9.0,2021.0,24,0
BMW,Serie 3 330e Advantage,20599.0,1,0.0,20599.0,Madrid,86871.0,False,False,False,False,True,False,False,False,False,Automático,Desconocido,0.0,185.0,4.0,5.0,2018.0,12,0
TOYOTA,Prius 1.8 Plug-in Hybrid SOLAR,23899.0,1,0.0,23899.0,Madrid,75369.0,False,False,False,False,False,False,True,False,False,Automático,Desconocido,0.0,122.0,5.0,4.0,2021.0,12,0
MERCEDES-BENZ,Clase A 200 CDI AMG Sport,18399.0,1,0.0,18399.0,Madrid,115976.0,True,False,False,False,False,False,False,False,False,Automático,Desconocido,0.0,135.0,5.0,12.0,2016.0,12,0
VOLVO,XC90 D5 Inscription C AWD 235 Aut.,32990.0,1,0.0,32990.0,Valencia,149877.0,True,False,False,False,False,False,False,False,False,Automático,Todo Terreno,7.0,235.0,5.0,6.0,2017.0,24,0
KIA,Niro E-Niro Drive Long Range,37500.0,0,0.0,37500.0,Vizcaya,10927.0,False,True,False,False,False,False,False,False,False,Automático,Todo Terreno,5.0,204.0,5.0,6.0,2023.0,60,0
PEUGEOT,108 1.0 VTi S&S Allure 72,9900.0,1,0.0,9900.0,Barcelona,51700.0,False,False,False,True,False,False,False,False,False,Manual,Berlina,4.0,72.0,5.0,9.0,2018.0,12,1
FORD,Puma 1.0 EcoBoost Mild-Hybrid ST-Line Design,16299.0,1,0.0,16299.0,Barcelona,60740.0,False,False,False,False,True,False,False,False,False,Manual,Desconocido,0.0,125.0,5.0,5.0,2022.0,12,1
CITROEN,C3 Aircross BlueHDi Shine 100,12199.0,1,0.0,12199.0,Barcelona,81369.0,True,False,False,False,False,False,False,False,False,Manual,Todo Terreno,5.0,99.0,5.0,4.0,2018.0,12,1
VOLKSWAGEN,CC 2.0 TDI BlueMotion Tech,14099.0,1,0.0,14099.0,Barcelona,143264.0,True,False,False,False,False,False,False,False,False,Manual,Desconocido,0.0,150.0,4.0,5.0,2016.0,12,1
BMW,Serie 2 218dA Gran Coupé M Sport,26899.0,1,0.0,26899.0,Barcelona,67923.0,True,False,False,False,False,False,False,False,False,Automático,Desconocido,5.0,150.0,4.0,6.0,2021.0,12,0
MERCEDES-BENZ,EQE 350 AMG,59900.0,1,0.0,59900.0,Las Palmas,10680.0,False,True,False,False,False,False,False,False,False,Automático,Desconocido,0.0,292.0,4.0,1.0,2023.0,12,0
MERCEDES-BENZ,Clase A 180d,21999.0,1,0.0,21999.0,Jaén,102000.0,True,False,False,False,False,False,False,False,False,Automático,Berlina,5.0,116.0,5.0,7.0,2020.0,12,0
OPEL,Corsa 1.2 XEL 55KW EDITION 75 5P,14700.0,1,0.0,14700.0,Vizcaya,48492.0,False,False,False,True,False,False,False,False,False,Manual,Desconocido,0.0,75.0,5.0,3.0,2023.0,12,1
AUDI,A3 Sportback 35 TFSI S line 110kW,21690.0,1,0.0,21690.0,Cádiz,94900.0,False,False,False,True,False,False,False,False,False,Automático,Berlina,5.0,150.0,5.0,6.0,2019.0,12,0
FORD,Puma 1.0 EcoBoost MHEV ST-Line 125,19950.0,1,0.0,19950.0,Huelva,61300.0,False,False,False,True,False,False,False,False,False,Manual,Todo Terreno,5.0,125.0,5.0,11.0,2022.0,12,1
RENAULT,Mégane 1.2 TCe Energy GT Line 97kW,10899.0,1,0.0,10899.0,Barcelona,135832.0,False,False,False,True,False,False,False,False,False,Manual,Berlina,5.0,130.0,5.0,12.0,2016.0,12,1
OPEL,Corsa 50kWh,14800.0,1,0.0,14800.0,Lugo,35700.0,False,True,False,False,False,False,False,False,False,Automático,Pequeño,0.0,68.0,5.0,12.0,2022.0,60,0
VOLKSWAGEN,Polo 1.0 TSI United DSG 70kW,14899.0,1,0.0,14899.0,Barcelona,84242.0,False,False,False,True,False,False,False,False,False,Automático,Berlina,5.0,95.0,5.0,7.0,2021.0,12,0
BMW,Serie 1 118dA Business,33900.0,1,-0.02,33222.0,Asturias,18658.0,True,False,False,False,False,False,False,False,False,Automático,Berlina,5.0,150.0,5.0,6.0,2024.0,24,0
PEUGEOT,3008 1.6 BlueHDi Allure 120,24790.0,0,0.0,24790.0,Cádiz,40000.0,True,False,False,False,False,False,False,False,False,Manual,Monovolumen,5.0,121.0,5.0,9.0,2022.0,12,1
RENAULT,Kadjar ZEN,17490.0,1,0.0,17490.0,Murcia,109000.0,True,False,False,False,False,False,False,False,False,Manual,Desconocido,0.0,115.0,5.0,1.0,2019.0,12,1
DACIA,Sandero 1.5 Blue dCi Comfort 70kW,10990.0,1,0.0,10990.0,Lugo,35770.0,True,False,False,False,False,False,False,False,False,Manual,Berlina,5.0,95.0,5.0,1.0,2020.0,12,1
MINI,Countryman COOPER S E ALL4,22900.0,1,0.0,22900.0,Madrid,68400.0,False,False,False,False,False,True,False,False,False,Automático,Todo Terreno,5.0,224.0,5.0,6.0,2019.0,12,0
PEUGEOT,308 SW  Hybrid 225 eEAT8 GT,31795.0,1,0.0,31795.0,Islas Baleares,10870.0,False,False,False,False,True,False,False,False,False,Automático,Familiar,0.0,225.0,5.0,1.0,2024.0,36,0
MAZDA,CX-3 2.0 Skyactiv-G Zenith 2WD Aut. 89kW,22995.0,1,0.0,22995.0,Alicante,78960.0,False,False,False,True,False,False,False,False,False,Automático,Todo Terreno,5.0,121.0,5.0,6.0,2022.0,12,0
PORSCHE,Cayenne Diesel Platinum Edition Aut.,26890.0,1,0.0,26890.0,Cádiz,180700.0,True,False,False,False,False,False,False,False,False,Automático,Todo Terreno,5.0,245.0,5.0,7.0,2014.0,12,0
MAZDA,CX-30 2.0 Skyactiv-X Zenith AWD Aut. 137kW,25500.0,1,0.0,25500.0,Asturias,38607.0,False,False,False,True,False,False,False,False,False,Automático,Todo Terreno,5.0,186.0,5.0,10.0,2022.0,12,0
HYUNDAI,Kona 1.0 TGDI Tecno Red 4x2,15900.0,0,0.0,15900.0,Alicante,65000.0,False,False,False,True,False,False,False,False,False,Manual,Todo Terreno,5.0,120.0,5.0,11.0,2019.0,12,1
TOYOTA,RAV-4 Rav4 2.5l 220H Business,27490.0,1,0.0,27490.0,Madrid,116019.0,False,False,False,False,True,False,False,False,False,Automático,Desconocido,0.0,218.0,5.0,10.0,2020.0,12,0
VOLKSWAGEN,T-Roc 2.0TDI R-Line 110kW DSG7,32599.0,1,0.0,32599.0,Barcelona,32164.0,True,False,False,False,False,False,False,False,False,Automático,Todo Terreno,5.0,150.0,5.0,7.0,2023.0,12,0
FORD,Focus 1.0 Ecoboost Auto-S&S Trend+ 125,10990.0,0,0.0,10990.0,Albacete,151915.0,False,False,False,True,False,False,False,False,False,Manual,Berlina,5.0,125.0,5.0,11.0,2015.0,12,1
OPEL,Zafira 1.6CDTI S/S Selective 136,13995.0,1,0.0,13995.0,Valencia,151690.0,True,False,False,False,False,False,False,False,False,Manual,Monovolumen,7.0,136.0,5.0,9.0,2018.0,12,1
FORD,Focus 1.0 Ecoboost Auto-S&S Business 125,10299.0,1,0.0,10299.0,Barcelona,103711.0,False,False,False,True,False,False,False,False,False,Manual,Berlina,5.0,125.0,5.0,5.0,2018.0,12,1
VOLKSWAGEN,Passat 2.0 TDI Business,20499.0,1,0.0,20499.0,Barcelona,104218.0,True,False,False,False,False,False,False,False,False,Manual,Familiar,0.0,150.0,5.0,7.0,2022.0,12,1
PEUGEOT,2008 Allure Pack Eléctrico 100kW,19990.0,1,0.0,19990.0,Lugo,18209.0,False,True,False,False,False,False,False,False,False,Automático,Todo Terreno,5.0,136.0,5.0,2.0,2021.0,12,0
LEXUS,LM 350h Luxury Modern Black 6 plazas,111000.0,1,0.0,111000.0,Madrid,15000.0,False,False,False,False,True,False,False,False,False,Automático,Familiar,0.0,250.0,5.0,6.0,2024.0,24,0
LYNK & CO,01 1.5 PHEV 6.6KW 261 5P,33900.0,1,0.0,33900.0,Ciudad Real,10.0,False,False,False,False,False,True,False,False,False,Automático,Desconocido,0.0,261.0,5.0,7.0,2024.0,12,0
CITROEN,C3 Aircross Puretech S&S Plus 110,15995.0,1,0.0,15995.0,Islas Baleares,30957.0,False,False,False,True,False,False,False,False,False,Manual,Todo Terreno,5.0,110.0,5.0,2.0,2024.0,36,1
MERCEDES-BENZ,Clase C 300 e Estate,49900.0,1,0.0,49900.0,Barcelona,6222.0,False,False,False,False,True,False,False,False,False,Automático,Familiar,0.0,313.0,5.0,5.0,2023.0,36,0
SEAT,León 2.0 TSI FR Edition,18199.0,1,0.0,18199.0,Barcelona,129441.0,False,False,False,True,False,False,False,False,False,Automático,Familiar,0.0,190.0,5.0,9.0,2018.0,12,0
HYUNDAI,Tucson 1.6 CRDI Maxx 4x2,26850.0,1,0.0,26850.0,Lugo,44800.0,True,False,False,False,False,False,False,False,False,Manual,Todo Terreno,5.0,115.0,5.0,4.0,2024.0,60,1
CITROEN,C5 Aircross 1.5 Blue-HDi Live,14499.0,1,0.0,14499.0,Barcelona,128594.0,True,False,False,False,False,False,False,False,False,Manual,Desconocido,0.0,130.0,5.0,12.0,2019.0,12,1
FIAT,Panda 1.3 Lounge 70kW,8990.0,1,0.0,8990.0,Valencia,103000.0,True,False,False,False,False,False,False,False,False,Manual,Berlina,4.0,95.0,5.0,11.0,2017.0,12,1
VOLVO,EX30 Single Extended Range Ultra RWD,50700.0,1,0.0,50700.0,Vizcaya,1740.0,False,True,False,False,False,False,False,False,False,Automático,Todo Terreno,5.0,272.0,5.0,12.0,2024.0,36,0
PEUGEOT,3008 1.2 PureTech S&S Style 130,16700.0,1,0.0,16700.0,Asturias,62610.0,False,False,False,True,False,False,False,False,False,Manual,Monovolumen,5.0,130.0,5.0,2.0,2020.0,12,1
MERCEDES-BENZ,Clase CLA 200,21900.0,1,0.0,21900.0,Zaragoza,138460.0,False,False,False,True,False,False,False,False,False,Manual,Desconocido,5.0,156.0,4.0,5.0,2016.0,12,1
BMW,Serie 1 116d,23800.0,1,0.0,23800.0,Asturias,91707.0,True,False,False,False,False,False,False,False,False,Manual,Berlina,5.0,116.0,5.0,11.0,2020.0,24,1
BMW,Serie 1 116d,19400.0,1,0.0,19400.0,La Coruña,76318.0,True,False,False,False,False,False,False,False,False,Manual,Berlina,5.0,116.0,3.0,5.0,2019.0,12,1
VOLKSWAGEN,Polo 1.0 TSI Advance 70kW,15900.0,1,0.0,15900.0,Valencia,48585.0,False,False,False,True,False,False,False,False,False,Manual,Berlina,5.0,95.0,5.0,8.0,2019.0,12,1
SEAT,León 1.0 TSI Reference Edition,11599.0,1,0.0,11599.0,Barcelona,125408.0,False,False,False,True,False,False,False,False,False,Manual,Desconocido,0.0,115.0,5.0,2.0,2019.0,12,1
FORD,Focus 1.0 Ecoboost MHEV Active 155,21300.0,1,0.0,21300.0,Huelva,56000.0,False,False,False,True,False,False,False,False,False,Manual,Berlina,5.0,155.0,5.0,4.0,2023.0,0,1
BMW,Serie 2 218dA Gran Coupé,40900.0,1,0.0,40900.0,Asturias,114.0,True,False,False,False,False,False,False,True,False,Automático,Desconocido,5.0,150.0,4.0,6.0,2024.0,24,0
VOLKSWAGEN,Passat 2.0TDI BMT Sport 4M DSG 140kW,27900.0,1,0.0,27900.0,Madrid,120000.0,True,False,False,False,False,False,False,False,False,Automático,Berlina,5.0,190.0,4.0,10.0,2020.0,12,0
CUPRA,Formentor 2.0 TSI 310 VZ DSG 4Drive,30699.0,1,0.0,30699.0,Barcelona,66369.0,False,False,False,True,False,False,False,False,False,Automático,Todo Terreno,5.0,310.0,5.0,5.0,2021.0,12,0
FIAT,500X 1.0 Firefly S&S Sport,21700.0,1,0.0,21700.0,Burgos,100.0,False,False,False,True,False,False,False,True,False,Manual,Todo Terreno,5.0,120.0,5.0,6.0,2024.0,12,1
FORD,Kuga 2.0 EcoBlue MEHV ST-Line FWD 150,18990.0,1,0.0,18990.0,Lugo,150207.0,True,False,False,False,False,False,False,False,False,Manual,Todo Terreno,5.0,150.0,5.0,2.0,2021.0,12,1
MERCEDES-BENZ,Citan Tourer 110CDI Base,17990.0,1,0.0,17990.0,Lugo,140138.0,True,False,False,False,False,False,False,False,False,Manual,Monovolumen,5.0,95.0,5.0,11.0,2021.0,12,1
FORD,Focus 2.0Ecoblue Active Aut. 150,15390.0,1,0.0,15390.0,Lugo,164016.0,True,False,False,False,False,False,False,False,False,Automático,Berlina,5.0,150.0,5.0,5.0,2020.0,12,0
BMW,X2 iX2 eDrive20A,45900.0,1,0.0,45900.0,Asturias,4204.0,False,True,False,False,False,False,False,False,True,Automático,Todo Terreno,5.0,204.0,5.0,9.0,2024.0,24,0
SEAT,Ateca 1.6TDI CR S&S Ecomotive Style,18900.0,1,0.0,18900.0,Málaga,80518.0,True,False,False,False,False,False,False,False,False,Manual,Todo Terreno,5.0,115.0,5.0,6.0,2020.0,12,1
BMW,i4 M50,62900.0,1,0.0,62900.0,Asturias,201.0,False,True,False,False,False,False,False,True,False,Automático,Berlina,5.0,544.0,5.0,3.0,2024.0,24,0
MINI,Cooper SE,27800.0,1,0.0,27800.0,Asturias,2631.0,False,True,False,False,False,False,False,False,False,Automático,Berlina,4.0,184.0,3.0,10.0,2023.0,24,0
MAZDA,CX-30 2.0 Skyactiv-G Origin 2WD 90kW,23900.0,1,0.0,23900.0,Cuenca,35065.0,False,False,False,True,False,False,False,False,False,Manual,Todo Terreno,5.0,122.0,5.0,12.0,2020.0,12,1
MINI,Cooper SE,21100.0,1,0.0,21100.0,Asturias,84530.0,False,True,False,False,False,False,False,False,False,Automático,Berlina,4.0,184.0,3.0,4.0,2021.0,24,0
FIAT,Tipo 1.4 Lounge,10499.0,1,0.0,10499.0,Madrid,75410.0,False,False,False,True,False,False,False,False,False,Manual,Desconocido,0.0,95.0,4.0,12.0,2019.0,12,1
KIA,Rio 1.2 CVVT Tech,9099.0,1,0.0,9099.0,Madrid,84224.0,False,False,False,True,False,False,False,False,False,Manual,Berlina,5.0,84.0,5.0,9.0,2017.0,12,1
KIA,XCeed 1.6 MHEV iMT Concept 136,24323.0,0,0.0,24323.0,Vizcaya,7946.0,True,False,False,False,False,False,False,False,False,Manual,Todo Terreno,5.0,136.0,5.0,10.0,2023.0,72,1
HYUNDAI,Kona HEV 1.6 GDI Nline DT,29900.0,0,0.0,29900.0,Barcelona,12100.0,False,False,False,False,True,False,False,False,False,Automático,Todo Terreno,5.0,129.0,5.0,7.0,2024.0,52,0
HYUNDAI,Ioniq 5 77kWh Star RWD 168kW,41900.0,0,0.0,41900.0,Barcelona,19200.0,False,True,False,False,False,False,False,False,False,Automático,Todo Terreno,5.0,228.0,5.0,5.0,2024.0,48,0
PEUGEOT,5008 1.2 PureTech Allure Pack,20399.0,1,-0.02,19991.02,Barcelona,48201.0,False,False,False,True,False,False,False,False,False,Manual,Desconocido,0.0,131.0,5.0,3.0,2022.0,12,1
PEUGEOT,3008 SUV 1.2 S&S PureTech GT 130,22490.0,1,0.0,22490.0,Alicante,66190.0,False,False,False,True,False,False,False,False,False,Manual,Todo Terreno,5.0,130.0,5.0,12.0,2020.0,12,1
DS,4 2021 BlueHDi 130 So Chic Auto 96 kW (130 CV),19900.0,1,0.0,19900.0,Asturias,75459.0,True,False,False,False,False,False,False,False,False,Automático,Desconocido,0.0,130.0,5.0,7.0,2019.0,12,0
